Cust_ID,Date,Inv_no,inv_amt
411282_ks,01.04.2022,1454,488.50
4111232_ks,01.04.2022,1459,34.00
411780_ks,01.04.2022,1460,19.00
411391_ks,01.04.2022,1461,66.00
411106,02.04.2022,2290,97.04
4111024,02.04.2022,2291,32.40
4111734,02.04.2022,2294,58.90
411193,02.04.2022,2295,26.00
411863,02.04.2022,2296,184.40
411237,02.04.2022,2299,44.40
411248,02.04.2022,2300,70.00
411977,02.04.2022,2301,30.40
411977,02.04.2022,2302,7.30
411734,02.04.2022,2304,37.30
411207,02.04.2022,2310,68.27
411207,02.04.2022,2314,54.40
411196,02.04.2022,2315,65.10
4111853,02.04.2022,2317,32.79
411977,04.04.2022,2339,31.00
411083,04.04.2022,2343,13.70
411074,04.04.2022,2334,6.30
411340_ks,02.04.2022,1463,93.00
411271_ks,02.04.2022,1464,91.00
411780_ks,02.04.2022,1466,4.50
411634_ks,02.04.2022,1470,123.48
4111197,04.04.2022,2353,38.52
411336,04.04.2022,2321,78.00
4111541,04.04.2022,2322,81.50
411605,04.04.2022,2323,119.04
411605,04.04.2022,2324,96.60
411221,04.04.2022,2325,7.60
4111024,04.04.2022,2326,264.38
4111901,04.04.2022,2328,78.12
411248,04.04.2022,2329,33.00
411248,04.04.2022,2342,10.50
411863,04.04.2022,2330,126.60
411863,04.04.2022,2355,55.77
411216,04.04.2022,2332,6.72
411216,04.04.2022,2349,22.44
4111402,04.04.2022,2335,65.30
4111402,04.04.2022,2336,41.70
4111402,04.04.2022,2338,53.70
411013,04.04.2022,2337,24.00
411525,04.04.2022,2340,105.39
411660,04.04.2022,2347,8.50
411321,04.04.2022,2350,23.80
411321,04.04.2022,2352,20.20
411237,04.04.2022,2351,81.20
411747,04.04.2022,2356,808.20
4111823,05.04.2022,2376,6.56
4111454_ks,04.04.2022,1473,53.00
411836_ks,04.04.2022,1474,77.00
4111648_ks,04.04.2022,1476,104.00
411210,05.04.2022,2381,-14.10
411605,05.04.2022,2360,119.87
411248,05.04.2022,2362,5.80
411248,05.04.2022,2368,59.10
411248,05.04.2022,2372,44.00
411106,05.04.2022,2363,63.70
411336,05.04.2022,2364,60.00
411336,05.04.2022,2374,36.08
411977,05.04.2022,2367,53.00
411734,05.04.2022,2371,8.00
411183,05.04.2022,2373,27.10
411207,05.04.2022,2375,181.40
4111180,05.04.2022,2377,10.70
4111901,05.04.2022,2378,46.20
411863,05.04.2022,2379,81.40
411863,05.04.2022,2387,110.00
4111824,05.04.2022,2384,50.40
4111734,05.04.2022,2388,11.20
4111799,05.04.2022,2383,139.20
411780_ks,05.04.2022,1493,24.00
411366_ks,05.04.2022,1502,31.00
411780_ks,05.04.2022,1505,34.00
411340_ks,05.04.2022,1506,10.00
4111639_ks,05.04.2022,1507,59.50
411177,06.04.2022,2406,3.36
411177,07.04.2022,2424,48.08
411177,07.04.2022,2425,-3.80
411863,06.04.2022,2390,24.75
411863,06.04.2022,2401,18.28
4111671,06.04.2022,2391,20.28
4111671,06.04.2022,2392,6.00
4111797,06.04.2022,2395,50.70
411193,06.04.2022,2402,42.60
411321,06.04.2022,2403,12.82
411074,06.04.2022,2407,3.17
411248,06.04.2022,2408,13.00
411188,06.04.2022,2409,7.20
411590,06.04.2022,2412,17.60
411868,06.04.2022,2414,120.00
4111238,06.04.2022,2416,33.10
4111238,06.04.2022,2417,16.00
411083,06.04.2022,2418,40.00
4111454_ks,06.04.2022,1516,17.00
411391_ks,06.04.2022,1518,34.00
4111276_ks,06.04.2022,1532,84.00
411846_ks,06.04.2022,1526,43.92
4111590_ks,06.04.2022,1534,42.50
411780_ks,06.04.2022,1522,317.50
411780_ks,06.04.2022,1527,171.50
411268_ks,06.04.2022,1514,64.50
411268_ks,06.04.2022,1521,53.50
411660_ks,06.04.2022,1513,227.00
4111154_ks,06.04.2022,1533,21.50
411854_ks,06.04.2022,1519,27.50
411237,07.04.2022,2444,123.60
411248,07.04.2022,2426,110.00
411248,08.04.2022,2451,17.30
411734,07.04.2022,2423,13.00
411013,07.04.2022,2428,24.00
411013,07.04.2022,2448,13.00
411106,07.04.2022,2430,273.68
411257,07.04.2022,2435,168.00
411207,07.04.2022,2437,62.60
411977,07.04.2022,2439,69.60
411977,07.04.2022,2440,6.00
411868,07.04.2022,2443,15.60
411216,07.04.2022,2447,55.92
411846_ks,07.04.2022,1536,45.60
411327_ks,07.04.2022,1546,98.50
411268_ks,07.04.2022,1551,74.00
411836_ks,07.04.2022,1550,36.00
411428_ks,07.04.2022,1561,161.50
4111263,08.04.2022,2450,35.52
411248,08.04.2022,2460,75.00
411216,08.04.2022,2458,10.20
411734,08.04.2022,2459,11.00
411314,08.04.2022,2461,206.90
411193,08.04.2022,2468,81.00
4111823,08.04.2022,2470,39.34
411013,08.04.2022,2471,50.50
4111068,08.04.2022,2472,29.00
411321,08.04.2022,2476,4.00
411188,08.04.2022,2478,3.12
4111590_ks,08.04.2022,1565,44.00
411780_ks,08.04.2022,1566,44.50
4111232_ks,08.04.2022,1567,58.00
4111012_ks,08.04.2022,1569,74.00
411340_ks,08.04.2022,1577,50.00
411166,09.04.2022,2485,69.50
411183,09.04.2022,2497,54.60
4111402,11.04.2022,2521,53.20
411110,09.04.2022,2480,136.80
411977,09.04.2022,2483,27.50
411977,09.04.2022,2486,32.50
411863,10.04.2022,2489,205.56
411734,10.04.2022,2490,7.80
411734,10.04.2022,2495,25.00
411734,10.04.2022,2496,18.00
4111024,10.04.2022,2491,94.26
4111024,10.04.2022,2493,29.27
411207,10.04.2022,2498,139.35
411336,10.04.2022,2499,51.40
4111011_ks,09.04.2022,1581,48.50
4111463_ks,09.04.2022,1583,15.00
411444_ks,09.04.2022,1585,46.50
4111463_ks,09.04.2022,1587,116.50
4111356_ks,09.04.2022,1590,60.00
411780_ks,09.04.2022,1593,142.00
411340_ks,09.04.2022,1595,150.00
411863,11.04.2022,2502,186.72
411863,11.04.2022,2507,24.75
411041,11.04.2022,2503,15.00
4111823,11.04.2022,2505,41.80
4111671,11.04.2022,2506,21.23
411977,11.04.2022,2510,42.00
411734,11.04.2022,2513,29.50
411590,11.04.2022,2514,292.20
411216,11.04.2022,2515,53.76
411016,11.04.2022,2517,56.30
411248,11.04.2022,2519,60.10
411248,11.04.2022,2520,67.00
411248,11.04.2022,2526,340.00
4111271,11.04.2022,2522,90.10
411207,11.04.2022,2523,138.80
411221,11.04.2022,2528,23.80
411188,11.04.2022,2529,46.80
411188,11.04.2022,2530,34.56
411336,11.04.2022,2531,190.12
411268_ks,11.04.2022,1598,22.00
411934_ks,11.04.2022,1599,34.00
4111624_ks,11.04.2022,1600,39.00
4111463_ks,11.04.2022,1601,40.00
411972_ks,11.04.2022,1608,63.00
411327_ks,11.04.2022,1609,62.00
4111195_ks,11.04.2022,1611,11.50
411934_ks,11.04.2022,1613,15.00
4111320_ks,11.04.2022,1626,234.50
4111590_ks,11.04.2022,1627,111.50
411428_ks,11.04.2022,1630,43.00
411314,12.04.2022,2535,166.80
411221,12.04.2022,2537,21.60
411853,12.04.2022,2538,64.34
411863,12.04.2022,2540,46.20
411188,12.04.2022,2543,10.80
411188,12.04.2022,2553,12.00
411675,12.04.2022,2544,203.76
411074,12.04.2022,2545,11.00
411074,12.04.2022,2559,106.90
411248,12.04.2022,2547,3.90
411207,12.04.2022,2551,145.71
411177,12.04.2022,2557,16.32
411734,12.04.2022,2560,10.60
411237,12.04.2022,2563,47.50
411972_ks,12.04.2022,1633,19.20
4111232_ks,12.04.2022,1634,68.50
4111021_ks,12.04.2022,1637,6.00
4111154_ks,12.04.2022,1641,12.00
4111276_ks,12.04.2022,1642,36.00
411846_ks,12.04.2022,1643,79.00
411375_ks,12.04.2022,1648,110.00
411343_ks,12.04.2022,1649,85.00
411336,13.04.2022,2566,100.64
411013,13.04.2022,2564,44.00
411013,13.04.2022,2579,-9.00
411016,13.04.2022,2568,64.30
4111671,13.04.2022,2569,2.64
411863,13.04.2022,2570,14.44
4111651,13.04.2022,2574,143.67
411472,13.04.2022,2577,37.20
411248,13.04.2022,2583,23.70
411248,13.04.2022,2589,29.00
4111402,13.04.2022,2586,52.40
411193,13.04.2022,2588,6.30
411734,13.04.2022,2592,16.70
411083,13.04.2022,2594,7.60
411207,13.04.2022,2597,162.75
411377,13.04.2022,2599,28.50
4111454_ks,13.04.2022,1651,24.50
411428_ks,13.04.2022,1655,17.00
411854_ks,13.04.2022,1661,20.00
411271_ks,13.04.2022,1663,270.00
4111276_ks,13.04.2022,1665,37.00
411268_ks,13.04.2022,1670,24.50
411268_ks,13.04.2022,1671,43.00
411248,14.04.2022,2619,60.20
411188,14.04.2022,2607,90.00
411868,14.04.2022,2608,179.28
411868,14.04.2022,2615,210.80
4111671,14.04.2022,2611,24.90
411237,14.04.2022,2614,81.15
411013,14.04.2022,2617,26.80
411375,14.04.2022,2622,125.00
411734,14.04.2022,2626,7.95
4111271,14.04.2022,2628,67.20
411196,15.04.2022,2635,251.58
411196,15.04.2022,2650,7.00
411177,15.04.2022,2629,17.16
411177,15.04.2022,2651,12.48
411106,15.04.2022,2631,56.58
411216,15.04.2022,2633,9.24
411734,15.04.2022,2636,7.50
411237,15.04.2022,2637,18.75
411237,15.04.2022,2659,6.60
411018,15.04.2022,2638,6.48
4111271,15.04.2022,2641,172.80
4111271,15.04.2022,2643,45.60
4111271,15.04.2022,2652,198.00
4111271,15.04.2022,2654,132.60
411074,15.04.2022,2644,52.20
411863,15.04.2022,2646,66.22
411207,15.04.2022,2647,96.10
411013,15.04.2022,2648,53.00
411150,15.04.2022,2653,104.60
4111402,15.04.2022,2655,96.70
411977,15.04.2022,2658,13.00
411780_ks,14.04.2022,1673,46.50
411268_ks,14.04.2022,1674,29.00
411343_ks,14.04.2022,1676,50.00
411905_ks,14.04.2022,1679,30.00
411439_ks,14.04.2022,1683,299.44
4111579_ks,14.04.2022,1690,82.50
411340_ks,14.04.2022,1691,95.50
411972_ks,14.04.2022,1693,9.60
411286_ks,15.04.2022,1695,52.00
411780_ks,15.04.2022,1696,30.00
411846_ks,15.04.2022,1697,42.00
411815_ks,15.04.2022,1699,12.00
411428_ks,15.04.2022,1702,33.00
411780_ks,15.04.2022,1707,42.00
411271_ks,15.04.2022,1708,129.00
411375_ks,15.04.2022,1710,125.00
411327_ks,15.04.2022,1711,8.00
411221,16.04.2022,2681,-6.00
4111271,16.04.2022,2664,54.48
4111271,18.04.2022,2689,69.60
411013,16.04.2022,2660,39.00
411013,16.04.2022,2669,22.95
411013,16.04.2022,2670,-12.00
411106,16.04.2022,2661,71.32
411346,16.04.2022,2662,43.00
411346,16.04.2022,2678,162.80
4111671,16.04.2022,2665,4.44
411863,16.04.2022,2666,45.48
411150,16.04.2022,2667,26.00
411433,16.04.2022,2672,38.40
411248,16.04.2022,2674,6.80
411016,16.04.2022,2677,35.60
411016,16.04.2022,2682,14.00
411237,16.04.2022,2679,59.40
4111988,16.04.2022,2680,-8.20
411734,16.04.2022,2683,5.70
411340_ks,16.04.2022,1714,73.00
411428_ks,16.04.2022,1715,42.50
4111356_ks,16.04.2022,1717,10.50
411934_ks,16.04.2022,1719,34.00
411854_ks,16.04.2022,1721,19.00
411472,18.04.2022,2709,9.20
411660,18.04.2022,2685,144.10
411660,18.04.2022,2705,31.50
411399,18.04.2022,2686,24.70
411015,18.04.2022,2687,12.40
4111799,18.04.2022,2690,268.80
411863,18.04.2022,2692,48.44
411977,18.04.2022,2694,12.00
411014,18.04.2022,2697,121.60
411291,18.04.2022,2700,46.40
411207,18.04.2022,2711,78.41
411207,18.04.2022,2713,97.10
411106,18.04.2022,2712,35.00
411106,19.04.2022,2731,-11.64
411248,18.04.2022,2717,19.70
411237,18.04.2022,2719,46.60
411846_ks,18.04.2022,1745,33.96
411846_ks,19.04.2022,1750,19.20
411248,19.04.2022,2722,19.70
411248,19.04.2022,2736,13.90
4111271,19.04.2022,2729,68.02
411463,19.04.2022,2724,133.14
411183,19.04.2022,2725,49.20
411031,19.04.2022,2727,125.40
411031,19.04.2022,2728,251.22
411031,19.04.2022,2733,19.00
411660,19.04.2022,2730,56.00
411216,19.04.2022,2732,224.28
411207,19.04.2022,2734,68.60
4111901,19.04.2022,2735,46.20
411196,19.04.2022,2737,54.85
411863,19.04.2022,2741,11.00
411868,19.04.2022,2738,60.00
411868,19.04.2022,2742,60.00
411780_ks,18.04.2022,1726,824.00
411780_ks,18.04.2022,1728,15.50
411268_ks,18.04.2022,1735,57.00
411428_ks,18.04.2022,1736,22.00
4111454_ks,18.04.2022,1737,47.00
411671_ks,18.04.2022,1743,367.60
411780_ks,19.04.2022,1747,16.00
411780_ks,19.04.2022,1766,35.00
411836_ks,19.04.2022,1748,19.00
411462_ks,19.04.2022,1752,31.00
411643_ks,19.04.2022,1754,11.50
411285_ks,19.04.2022,1764,556.50
411268_ks,19.04.2022,1765,54.00
4111154_ks,19.04.2022,1768,81.00
4111232_ks,19.04.2022,1769,103.50
411734,20.04.2022,2757,6.40
411734,20.04.2022,2758,17.00
4111734,21.04.2022,2767,11.00
411863,20.04.2022,2745,151.88
411863,20.04.2022,2762,96.91
411183,20.04.2022,2746,58.80
4111901,20.04.2022,2747,44.52
411188,20.04.2022,2748,73.70
411188,20.04.2022,2760,6.24
411868,20.04.2022,2749,56.28
411660,20.04.2022,2754,15.00
411216,20.04.2022,2759,51.00
411216,20.04.2022,2764,11.63
411836_ks,20.04.2022,1767,127.50
411934_ks,20.04.2022,1775,29.00
4111021_ks,20.04.2022,1784,32.64
4111644_ks,20.04.2022,1786,66.00
411291_ks,20.04.2022,1791,2.00
411074,21.04.2022,2786,24.00
411106,21.04.2022,2791,45.00
411216,21.04.2022,2771,15.66
411853,21.04.2022,2773,66.80
411013,21.04.2022,2775,13.00
411734,21.04.2022,2777,6.10
411188,21.04.2022,2782,24.00
411207,21.04.2022,2785,125.20
411311,21.04.2022,2789,57.42
411311,21.04.2022,2790,404.20
411237,21.04.2022,2792,30.75
4111409,21.04.2022,2794,-23.90
411311,22.04.2022,2803,25.44
411780_ks,21.04.2022,1794,40.00
411439_ks,21.04.2022,1796,65.00
411882_ks,21.04.2022,1798,120.00
4111648_ks,21.04.2022,1803,62.00
411321,22.04.2022,2798,33.00
411321,22.04.2022,2804,5.25
411321,22.04.2022,2813,31.50
411321,22.04.2022,2818,4.50
411014,22.04.2022,2799,102.75
4111671,22.04.2022,2801,32.88
4111734,22.04.2022,2805,35.20
411016,22.04.2022,2807,42.60
411016,22.04.2022,2808,25.20
411196,22.04.2022,2809,48.90
411216,22.04.2022,2810,16.43
411188,22.04.2022,2815,32.40
411853,22.04.2022,2816,42.04
411853,22.04.2022,2817,71.20
4111197,22.04.2022,2819,6.56
411011,22.04.2022,2823,30.81
4111402,22.04.2022,2824,75.20
411836_ks,22.04.2022,1806,36.00
411836_ks,22.04.2022,1811,77.00
411780_ks,22.04.2022,1807,192.50
411780_ks,22.04.2022,1817,24.00
411783_ks,22.04.2022,1813,50.42
411407_ks,22.04.2022,1818,91.58
4111197,22.04.2022,2828,-6.56
411863,23.04.2022,2827,42.00
4111651,23.04.2022,2829,148.00
411248,23.04.2022,2831,16.40
411207,23.04.2022,2837,189.76
411237,23.04.2022,2838,5.25
411188,23.04.2022,2839,55.80
411660_ks,23.04.2022,1821,261.50
411780_ks,23.04.2022,1823,30.00
411183,25.04.2022,2850,26.80
411863,25.04.2022,2843,42.57
411863,25.04.2022,2854,93.28
411248,25.04.2022,2844,11.00
411248,25.04.2022,2864,31.15
4111671,25.04.2022,2845,78.89
4111271,25.04.2022,2846,39.36
4111271,25.04.2022,2861,46.32
4111271,25.04.2022,2862,27.60
411207,25.04.2022,2857,169.40
411977,25.04.2022,2858,-12.00
411064,25.04.2022,2859,32.79
411188,25.04.2022,2860,24.60
411016,25.04.2022,2863,41.10
411377,25.04.2022,2865,21.30
411340_ks,25.04.2022,1829,74.00
4111232_ks,25.04.2022,1830,78.00
411528_ks,25.04.2022,1831,15.00
411936_ks,25.04.2022,1834,13.00
4111590_ks,25.04.2022,1841,24.00
411660_ks,25.04.2022,1842,415.00
411882_ks,25.04.2022,1844,19.00
4111276_ks,25.04.2022,1845,238.00
411934_ks,25.04.2022,1846,84.00
411923_ks,25.04.2022,1847,21.00
411433,26.04.2022,2885,118.06
411106,26.04.2022,2869,73.44
411110,26.04.2022,2880,66.48
4111197,26.04.2022,2874,31.97
411321,26.04.2022,2879,23.20
411013,26.04.2022,2883,39.00
411013,26.04.2022,2901,68.50
411248,26.04.2022,2886,35.40
4111402,26.04.2022,2889,71.20
411734,26.04.2022,2890,10.60
411207,26.04.2022,2894,128.10
4111863,26.04.2022,2897,162.30
411047,26.04.2022,2898,8.16
4111579_ks,26.04.2022,1848,26.00
4111154_ks,26.04.2022,1850,20.00
411780_ks,26.04.2022,1859,186.00
411786_ks,26.04.2022,1860,459.60
411660_ks,26.04.2022,1861,53.00
411934_ks,26.04.2022,1865,23.00
4111154_ks,26.04.2022,1868,15.50
4111276_ks,26.04.2022,1869,104.00
411072,27.04.2022,2905,55.40
411221,27.04.2022,2907,71.31
411221,27.04.2022,2914,11.48
411954,27.04.2022,2908,31.44
411237,27.04.2022,2909,123.40
411863,27.04.2022,2910,97.37
411248,27.04.2022,2913,43.90
411463,27.04.2022,2915,68.82
411734,27.04.2022,2918,22.21
411734,27.04.2022,2927,10.50
411336,27.04.2022,2920,44.20
411336,27.04.2022,2921,69.80
411336,27.04.2022,2922,12.00
4111734,27.04.2022,2923,348.00
411853,27.04.2022,2924,62.08
411207,27.04.2022,2925,111.30
4111671,27.04.2022,2928,38.94
411660,27.04.2022,2931,52.50
411395_ks,27.04.2022,1864,595.50
4111465_ks,27.04.2022,1880,-178.00
411780_ks,27.04.2022,1883,224.00
411634_ks,27.04.2022,1884,82.20
411248,28.04.2022,2937,12.50
411863,28.04.2022,2939,30.00
411863,28.04.2022,2953,78.32
411013,28.04.2022,2941,8.25
411853,28.04.2022,2943,75.84
411321,28.04.2022,2944,22.30
411083,28.04.2022,2945,4.00
411221,28.04.2022,2946,9.02
4111863,27.04.2022,2919,-162.30
411074,28.04.2022,2948,19.90
411074,28.04.2022,2949,7.30
411014,28.04.2022,2950,84.50
411336,28.04.2022,2952,139.28
411041,28.04.2022,2954,3.90
411340_ks,28.04.2022,1888,28.00
411780_ks,28.04.2022,1889,28.00
4111012_ks,28.04.2022,1893,47.00
4111276_ks,28.04.2022,1894,47.00
411780_ks,28.04.2022,1901,157.00
411868,29.04.2022,2955,17.76
411868,29.04.2022,2956,237.16
411660,29.04.2022,2957,48.40
411106,29.04.2022,2959,183.40
411193,29.04.2022,2969,12.60
411207,29.04.2022,2973,245.55
4111972,29.04.2022,2967,166.80
4111734,29.04.2022,2974,60.00
411977,29.04.2022,2978,42.50
411248,29.04.2022,2979,54.38
411013,29.04.2022,2983,10.00
411013,29.04.2022,2984,57.00
411780_ks,29.04.2022,1905,12.50
411854_ks,29.04.2022,1906,14.50
411846_ks,29.04.2022,1907,88.08
411313_ks,29.04.2022,1910,66.48
4111463_ks,29.04.2022,1916,89.52
411634_ks,29.04.2022,1919,621.12
411634_ks,30.04.2022,1928,-82.20
411013,30.04.2022,2989,28.50
411014,30.04.2022,3003,55.55
4111465_ks,03.05.2022,1934,59.40
411660,30.04.2022,2990,35.20
411660,30.04.2022,3007,82.00
4111671,30.04.2022,2991,43.20
411863,30.04.2022,2994,49.00
411863,30.04.2022,2996,349.80
4111734,30.04.2022,2997,37.60
411196,30.04.2022,2998,95.38
4111402,30.04.2022,2999,52.20
411237,30.04.2022,3005,82.90
411188,30.04.2022,3006,43.00
411207,30.04.2022,3008,179.14
411074,30.04.2022,3009,9.00
4111799,30.04.2022,3010,270.50
4111463_ks,30.04.2022,1930,332.28
4111823,03.05.2022,3013,36.00
4111402,03.05.2022,3015,122.40
4111541,03.05.2022,3016,45.86
411221,03.05.2022,3018,34.43
411853,03.05.2022,3019,66.00
411590,03.05.2022,3020,26.90
411734,03.05.2022,3021,4.30
411321,03.05.2022,3023,14.90
411346,03.05.2022,3025,78.40
411207,03.05.2022,3033,189.59
411660,03.05.2022,3035,30.00
411660,03.05.2022,3037,26.25
411248,03.05.2022,3038,22.80
411863,03.05.2022,3039,58.00
4111653_ks,03.05.2022,1938,102.00
411780_ks,03.05.2022,1944,91.00
4111786,04.05.2022,3065,58.80
4111786,04.05.2022,3066,19.20
4111068,05.05.2022,3078,55.20
411321,04.05.2022,3046,49.00
411863,04.05.2022,3047,54.00
411248,04.05.2022,3049,55.00
411074,04.05.2022,3051,22.80
411853,04.05.2022,3056,48.04
411013,04.05.2022,3059,19.00
411868,04.05.2022,3060,21.84
411868,04.05.2022,3062,341.22
4111271,04.05.2022,3061,46.05
4111671,04.05.2022,3063,39.80
411207,04.05.2022,3068,157.00
411064,04.05.2022,3071,108.10
411336,04.05.2022,3072,63.36
4111154_ks,04.05.2022,1946,29.50
411846_ks,04.05.2022,1954,15.60
4111232_ks,04.05.2022,1960,65.00
411854_ks,04.05.2022,1962,17.00
411395_ks,04.05.2022,1964,3.90
411972_ks,04.05.2022,1966,5.88
4111463_ks,04.05.2022,1967,72.50
411064,05.05.2022,3081,67.21
411064,05.05.2022,3090,-3.60
411041,06.05.2022,3104,5.70
411291,05.05.2022,3075,137.90
411291,05.05.2022,3087,11.00
411336,05.05.2022,3076,78.00
411248,05.05.2022,3080,16.50
4111671,05.05.2022,3084,20.60
4111906,05.05.2022,3085,148.86
4111901,05.05.2022,3086,25.41
411868,05.05.2022,3088,86.66
4111799,05.05.2022,3089,98.40
4111271,05.05.2022,3091,60.00
4111651,05.05.2022,3092,97.20
411452,05.05.2022,3095,155.12
411377,05.05.2022,3097,20.30
411237,05.05.2022,3099,52.15
4112006,05.05.2022,3100,35.00
411854_ks,05.05.2022,1973,36.50
411643_ks,05.05.2022,1981,30.60
4111021_ks,05.05.2022,1985,499.88
4111659_ks,05.05.2022,1993,551.60
411634_ks,05.05.2022,1995,240.00
4111276_ks,05.05.2022,1998,57.00
411237,06.05.2022,3101,46.80
411106,06.05.2022,3103,143.80
411977,06.05.2022,3105,5.20
4111095,06.05.2022,3108,163.60
411734,06.05.2022,3111,4.92
411734,06.05.2022,3126,6.00
411525,06.05.2022,3116,202.72
411631,06.05.2022,3117,40.16
411853,06.05.2022,3118,45.20
411221,06.05.2022,3119,19.10
411336,06.05.2022,3123,31.96
411590,06.05.2022,3129,24.10
411207,06.05.2022,3134,141.50
4111232_ks,06.05.2022,2000,37.50
411780_ks,06.05.2022,2001,17.00
411780_ks,06.05.2022,2017,8.50
411634_ks,06.05.2022,2003,13.20
411366_ks,06.05.2022,2005,35.00
411596_ks,06.05.2022,2008,126.00
411417_ks,06.05.2022,2013,82.64
411268_ks,06.05.2022,2014,92.50
411782_ks,06.05.2022,2018,152.00
411836_ks,06.05.2022,2023,72.00
4111454_ks,06.05.2022,2027,90.00
411734,07.05.2022,3139,18.00
411734,07.05.2022,3160,25.40
411248,07.05.2022,3141,16.80
411248,07.05.2022,3159,3.50
411188,07.05.2022,3148,7.44
411188,07.05.2022,3154,57.60
411188,07.05.2022,3155,3.36
411237,07.05.2022,3151,82.40
411660,07.05.2022,3156,11.00
411207,07.05.2022,3157,162.20
411854_ks,07.05.2022,2028,21.00
411340_ks,07.05.2022,2029,37.00
411499_ks,07.05.2022,2033,62.00
411366_ks,07.05.2022,2041,30.00
4111306_ks,07.05.2022,2049,231.60
411193,10.05.2022,3196,35.70
411193,10.05.2022,3199,18.00
411083,10.05.2022,3170,18.00
4111671,09.05.2022,3171,40.44
411064,09.05.2022,3172,40.98
4111799,09.05.2022,3173,118.60
411734,09.05.2022,3176,8.00
411074,09.05.2022,3177,-9.00
411074,09.05.2022,3178,7.00
411868,09.05.2022,3184,55.20
4111092,09.05.2022,3185,144.00
411207,09.05.2022,3188,235.00
411013,09.05.2022,3190,20.85
4111271,09.05.2022,3189,11.79
4111271,09.05.2022,3193,52.21
411248,09.05.2022,3192,5.40
4111541,09.05.2022,3194,42.50
411047,09.05.2022,3195,17.16
411954,09.05.2022,3198,36.00
411836_ks,09.05.2022,2042,15.00
411268_ks,09.05.2022,2043,76.00
411854_ks,09.05.2022,2044,12.00
411271_ks,09.05.2022,2047,586.00
411271_ks,09.05.2022,2048,57.00
411525_ks,09.05.2022,2051,44.00
411287_ks,09.05.2022,2052,120.80
411780_ks,09.05.2022,2054,8.00
411780_ks,09.05.2022,2055,56.00
411015,10.05.2022,3241,42.13
411853,10.05.2022,3200,64.34
411590,10.05.2022,3201,49.20
411248,10.05.2022,3202,2.50
411248,10.05.2022,3221,22.00
411868,10.05.2022,3203,-66.60
411868,10.05.2022,3206,0.72
411868,11.05.2022,3235,421.56
411106,10.05.2022,3205,59.64
411939,10.05.2022,3210,15.53
411660,10.05.2022,3211,65.00
411863,10.05.2022,3214,191.91
411863,10.05.2022,3219,169.40
4111671,10.05.2022,3217,40.32
411047,10.05.2022,3223,40.80
411734,10.05.2022,3224,9.20
411207,10.05.2022,3226,123.20
411216,10.05.2022,3228,15.60
411846_ks,10.05.2022,2077,22.50
411846_ks,10.05.2022,2084,48.00
411660_ks,10.05.2022,2069,775.00
411268_ks,10.05.2022,2071,61.50
411428_ks,10.05.2022,2072,101.50
411786_ks,10.05.2022,2076,25.56
411777_ks,10.05.2022,2080,71.88
411836_ks,10.05.2022,2082,165.00
411428_ks,10.05.2022,2086,70.00
411868,11.05.2022,3249,21.72
411868,11.05.2022,3254,120.00
411977,11.05.2022,3238,78.20
411977,11.05.2022,3246,17.00
411660,11.05.2022,3239,55.00
411660,11.05.2022,3248,22.00
411660,11.05.2022,3263,70.00
411863,11.05.2022,3247,75.40
411074,11.05.2022,3252,71.60
411072,11.05.2022,3253,4.70
411734,11.05.2022,3259,32.25
411014,11.05.2022,3260,141.40
411207,11.05.2022,3264,42.80
411237,11.05.2022,3265,81.60
411268_ks,11.05.2022,2089,93.60
411972_ks,11.05.2022,2090,10.56
411421_ks,11.05.2022,2092,343.92
4111195_ks,11.05.2022,2094,80.84
411836_ks,11.05.2022,2098,89.80
411780_ks,11.05.2022,2099,192.60
411777_ks,11.05.2022,2100,93.14
411428_ks,11.05.2022,2101,70.30
411196,12.05.2022,3301,49.67
411196,12.05.2022,3293,17.00
411196,12.05.2022,3288,76.20
411066,12.05.2022,3297,22.70
411066,12.05.2022,3294,115.30
4111799,12.05.2022,3300,117.60
4111414,11.05.2022,3242,1656.00
411193,12.05.2022,3275,32.90
411193,12.05.2022,3290,17.40
411193,13.05.2022,3325,5.60
411237,12.05.2022,3274,13.00
411031,12.05.2022,3276,308.98
411734,12.05.2022,3277,15.20
411734,12.05.2022,3287,9.00
411377,12.05.2022,3278,9.84
411207,12.05.2022,3279,26.00
411207,12.05.2022,3295,171.10
4111238,12.05.2022,3282,70.60
411072,12.05.2022,3283,7.40
411336,12.05.2022,3285,94.16
411013,12.05.2022,3291,110.80
411074,12.05.2022,3298,2.50
411183,12.05.2022,3299,40.60
411268_ks,12.05.2022,2148,-27.00
411268_ks,12.05.2022,2102,30.00
411271_ks,12.05.2022,2105,69.80
411780_ks,12.05.2022,2106,35.00
411836_ks,12.05.2022,2108,15.00
411395_ks,12.05.2022,2111,81.00
4111463_ks,12.05.2022,2119,55.20
4111463_ks,12.05.2022,2124,11.82
411493_ks,12.05.2022,2121,389.00
4111311_ks,12.05.2022,2123,64.80
4111271,13.05.2022,3318,33.00
411193,13.05.2022,3332,49.30
411106,13.05.2022,3308,67.36
411863,13.05.2022,3309,150.00
411863,13.05.2022,3317,107.60
4111068,13.05.2022,3310,22.00
411932_ks,13.05.2022,3312,70.00
411932_ks,13.05.2022,3323,20.00
411016,13.05.2022,3313,79.60
411660,13.05.2022,3314,22.00
